so_no,customer,pe_id,product_code,product_name,bom_status,mtype,mat_id,mat_code,mat_name,need_qty,po_no,po_id,po_status,link_state,po_qty
SO-00172,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3324,PR0005377,SKINKRAFT NEW DEEP MOISTURIZING & SMOOTHENING SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,781,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00009,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3365,PR0005377,SKINKRAFT NEW DEEP MOISTURIZING & SMOOTHENING SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,800,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00009,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3367,PR0005379,SKINKRAFT NEW VOLUME RESTORE WITH OIL BALANCE SHAMPOO 200ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,500,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00172,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3326,PR0005379,SKINKRAFT NEW VOLUME RESTORE WITH OIL BALANCE SHAMPOO 200ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,930,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),100,EI/PO/26-27/850,1007,Released,unlinked,5000
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),100,EI/PO/26-27/891,1032,Released,unlinked,8000
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),100,EI/PO/26-27/945,1073,Released,unlinked,10000
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,2,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2,DPO-002,1083,Draft,linked:PR,20
SO-00170,VRS HOLISTICS,3460,PR0003750,EUDERM LIGHT PROTECT SUNSCREEN SPF 50 PA +++ 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2,DPO-002,1084,Draft,linked:PR,20
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3330,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,31.94,DPO-002,1083,Draft,linked:PR,20
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3330,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,31.94,DPO-002,1084,Draft,linked:PR,20
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3330,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,8931,5P00015,100ML SHIPPERS PRINTED 430*220*175 MM 5PLY(120GSM)PARTITION  5*10,31.94,EI/PO/26-27/912,1050,Released,unlinked,1000
SO-00007,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3373,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,16,DPO-002,1083,Draft,linked:PR,20
SO-00007,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3373,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,16,DPO-002,1084,Draft,linked:PR,20
SO-00007,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3373,PR0006412,SKINKRAFT VOLUME BOOST OIL CONTROL SHAMPOO - 120 ML,Production Released,PM,8931,5P00015,100ML SHIPPERS PRINTED 430*220*175 MM 5PLY(120GSM)PARTITION  5*10,16,EI/PO/26-27/912,1050,Released,unlinked,1000
SO-00132,Kallistea Dermatologique,3435,PR0004891,KALLISTEA DERMATOLOGIQUE HYBERA 50 GM,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/850,1007,Released,unlinked,5000
SO-00132,Kallistea Dermatologique,3435,PR0004891,KALLISTEA DERMATOLOGIQUE HYBERA 50 GM,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/891,1032,Released,unlinked,8000
SO-00132,Kallistea Dermatologique,3435,PR0004891,KALLISTEA DERMATOLOGIQUE HYBERA 50 GM,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/945,1073,Released,unlinked,10000
SO-00132,Kallistea Dermatologique,3435,PR0004891,KALLISTEA DERMATOLOGIQUE HYBERA 50 GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1083,Draft,linked:PR,20
SO-00132,Kallistea Dermatologique,3435,PR0004891,KALLISTEA DERMATOLOGIQUE HYBERA 50 GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1084,Draft,linked:PR,20
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/850,1007,Released,unlinked,5000
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/891,1032,Released,unlinked,8000
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/945,1073,Released,unlinked,10000
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7398,5L00542,DR.JAYA'S EXULT FACE MOISTURIZER 50ML LABEL,500,EI/PO/26-27/940,1068,Released,unlinked,530
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1083,Draft,linked:PR,20
SO-00165,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3455,PR0003440,DR.JAYA’S EXULT FACE MOISTURIZER 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1084,Draft,linked:PR,20
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,4000,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,7000,4001064,SM09 - 100 ML FOAM BOTTLE GLOSSY WHITE with pump set,2000,EI/PO/26-27/851,1008,Released,unlinked,2200
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,95.2,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,95.2,DPO-002,1083,Draft,linked:PR,20
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,95.2,DPO-002,1084,Draft,linked:PR,20
SO-00123,QUALITAS PHARMA,3427,PR0006992,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML,Production Released,PM,9082,5M01060,QUALITAS PHARMA QUALI GLOW FACE WASH 100 ML MONOCARTON,2000,EI/PO/26-27/843,1005,Released,unlinked,2000
SO-00103,SSKO,3418,PR0007000,SSKO PIGMENT CORRECTOR SERUM 30 ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,200,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00103,SSKO,3418,PR0007000,SSKO PIGMENT CORRECTOR SERUM 30 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2.77,DPO-002,1083,Draft,linked:PR,20
SO-00103,SSKO,3418,PR0007000,SSKO PIGMENT CORRECTOR SERUM 30 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2.77,DPO-002,1084,Draft,linked:PR,20
SO-00103,SSKO,3418,PR0007000,SSKO PIGMENT CORRECTOR SERUM 30 ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,2.77,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00129,SMGGLOBAL PHARMA,3432,PR0006543,SMG GLOBAL AZELYTIX ACNE CONTROL FACE CREAM 30 GM,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,10000,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00129,SMGGLOBAL PHARMA,3432,PR0006543,SMG GLOBAL AZELYTIX ACNE CONTROL FACE CREAM 30 GM,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,90.5,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00129,SMGGLOBAL PHARMA,3432,PR0006543,SMG GLOBAL AZELYTIX ACNE CONTROL FACE CREAM 30 GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,90.5,DPO-002,1083,Draft,linked:PR,20
SO-00129,SMGGLOBAL PHARMA,3432,PR0006543,SMG GLOBAL AZELYTIX ACNE CONTROL FACE CREAM 30 GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,90.5,DPO-002,1084,Draft,linked:PR,20
SO-00010,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3364,SK2202BDRC,SKINKRAFT SUPER BOUNCE WITH TOTAL DAMAGE REPAIR CONDITIONER 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,500,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00172,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3323,SK2202BDRC,SKINKRAFT SUPER BOUNCE WITH TOTAL DAMAGE REPAIR CONDITIONER 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,891,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00009,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3366,PR0005378,SKINKRAFT NEW DRY SCALP TREATMENT AND ANTI DANDRUFF SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,1000,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00172,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3325,PR0005378,SKINKRAFT NEW DRY SCALP TREATMENT AND ANTI DANDRUFF SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,846,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00009,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3368,PR0005380,SKINKRAFT NEW SCALP RESET AND ANTI DANDRUFF SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,600,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00172,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3327,PR0005380,SKINKRAFT NEW SCALP RESET AND ANTI DANDRUFF SHAMPOO 200 ML,Production Released,PM,6747,4000444,200ML PET BNC BOTTLE-ROUND-CLEAR- PRAGATI POLYMS,910,EI/PO/26-27/942,1070,Released,unlinked,10000
SO-00145,SADHAVI WELLNESS PRIVATE LIMITED,3442,PR0006480,YplayZ - Block Rays Better - Comfort - First Mineral Sunscreen 75ml,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,36.2,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00145,SADHAVI WELLNESS PRIVATE LIMITED,3442,PR0006480,YplayZ - Block Rays Better - Comfort - First Mineral Sunscreen 75ml,Production Released,PM,7156,5L00055,FRAGILE STICKER,36.2,DPO-002,1083,Draft,linked:PR,20
SO-00145,SADHAVI WELLNESS PRIVATE LIMITED,3442,PR0006480,YplayZ - Block Rays Better - Comfort - First Mineral Sunscreen 75ml,Production Released,PM,7156,5L00055,FRAGILE STICKER,36.2,DPO-002,1084,Draft,linked:PR,20
SO-00145,SADHAVI WELLNESS PRIVATE LIMITED,3442,PR0006480,YplayZ - Block Rays Better - Comfort - First Mineral Sunscreen 75ml,Production Released,PM,9074,4001223,75 ML YPLAYZ PLAIN LABELLED YELLOW TUBE WITH BLUE CAP,2000,EI/PO/26-27/884,1028,Released,unlinked,5000
SO-00145,SADHAVI WELLNESS PRIVATE LIMITED,3442,PR0006480,YplayZ - Block Rays Better - Comfort - First Mineral Sunscreen 75ml,Production Released,PM,9075,5M01063,YPLAYZ BLOCK RAYS BETTER COMFORT FIRST MINERAL SUNSCREEN 75 ML TUBE MONOCARTON,2000,EI/PO/26-27/905,1044,Released,unlinked,2000
SO-00130,SMGGLOBAL PHARMA,3433,PR0006706,SMGGLOBAL CERALITHE MOISTURIZER LOTION 200 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,165,DPO-002,1083,Draft,linked:PR,20
SO-00130,SMGGLOBAL PHARMA,3433,PR0006706,SMGGLOBAL CERALITHE MOISTURIZER LOTION 200 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,165,DPO-002,1084,Draft,linked:PR,20
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3370,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,100,DPO-002,1083,Draft,linked:PR,20
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3370,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,100,DPO-002,1084,Draft,linked:PR,20
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3370,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,8931,5P00015,100ML SHIPPERS PRINTED 430*220*175 MM 5PLY(120GSM)PARTITION  5*10,100,EI/PO/26-27/912,1050,Released,unlinked,1000
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3333,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,28.22,DPO-002,1083,Draft,linked:PR,20
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3333,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,28.22,DPO-002,1084,Draft,linked:PR,20
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3333,PR0006409,SK ULTRA BOUNCE CONDITIONER FOR OILY HAIR - 100 ML,Production Released,PM,8931,5P00015,100ML SHIPPERS PRINTED 430*220*175 MM 5PLY(120GSM)PARTITION  5*10,28.22,EI/PO/26-27/912,1050,Released,unlinked,1000
SO-00034,MYSKINN,3253,PR0006870,MYSKINN INVISIBLE SHEILD SPF 50 PA ++++ 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,12.87,DPO-002,1083,Draft,linked:PR,20
SO-00034,MYSKINN,3253,PR0006870,MYSKINN INVISIBLE SHEILD SPF 50 PA ++++ 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,12.87,DPO-002,1084,Draft,linked:PR,20
SO-00034,MYSKINN,3253,PR0006870,MYSKINN INVISIBLE SHEILD SPF 50 PA ++++ 50ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,1170,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00034,MYSKINN,3253,PR0006870,MYSKINN INVISIBLE SHEILD SPF 50 PA ++++ 50ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,12.87,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00164,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3454,PR0004602,DR. JAYA'S EXULT BALANCING GEL CLEANSER  80ML,Production Released,PM,7397,5L00541,DR.JAYA'S EXULT BALANCING GEL CLEANSER 80ML LABEL,500,EI/PO/26-27/940,1068,Released,unlinked,500
SO-00164,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3454,PR0004602,DR. JAYA'S EXULT BALANCING GEL CLEANSER  80ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,10,DPO-002,1083,Draft,linked:PR,20
SO-00164,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3454,PR0004602,DR. JAYA'S EXULT BALANCING GEL CLEANSER  80ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,10,DPO-002,1084,Draft,linked:PR,20
SO-00102,SSKO,3417,PR0006789,SSKO ACNE CONTROL SERUM 30 ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,200,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00102,SSKO,3417,PR0006789,SSKO ACNE CONTROL SERUM 30 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2.22,DPO-002,1083,Draft,linked:PR,20
SO-00102,SSKO,3417,PR0006789,SSKO ACNE CONTROL SERUM 30 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,2.22,DPO-002,1084,Draft,linked:PR,20
SO-00102,SSKO,3417,PR0006789,SSKO ACNE CONTROL SERUM 30 ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,2.22,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7192,5L00139,DR JAYAS EXULT SUNSCREEN SPF 30 50 ML LABEL,500,EI/PO/26-27/940,1068,Released,unlinked,530
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/850,1007,Released,unlinked,5000
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/891,1032,Released,unlinked,8000
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),500,EI/PO/26-27/945,1073,Released,unlinked,10000
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1083,Draft,linked:PR,20
SO-00163,DR JAYAS EXULT COSMETICA PRIVATE LIMITED,3453,PR0003905,DR JAYA'S EXULT SUNSCREEN ADVANCED PROTECTION SPF 30 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5,DPO-002,1084,Draft,linked:PR,20
SO-00141,CONTURA PHARMA,3440,PR0004135,CONTURA PHARMA KERADENSE HAIR SERUM 60ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,600,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00141,CONTURA PHARMA,3440,PR0004135,CONTURA PHARMA KERADENSE HAIR SERUM 60ML,Production Released,PM,8413,5M00484,CONTURA PHARMA KERADENSE HAIR SERUM 60ML MONO CARTON,300,EI/PO/26-27/839,1003,Released,unlinked,320
SO-00141,CONTURA PHARMA,3440,PR0004135,CONTURA PHARMA KERADENSE HAIR SERUM 60ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,9.3,DPO-002,1083,Draft,linked:PR,20
SO-00141,CONTURA PHARMA,3440,PR0004135,CONTURA PHARMA KERADENSE HAIR SERUM 60ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,9.3,DPO-002,1084,Draft,linked:PR,20
SO-00141,CONTURA PHARMA,3440,PR0004135,CONTURA PHARMA KERADENSE HAIR SERUM 60ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,9.3,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00151,SN Hospital,3447,PR0002559,SN SKIN & HAIR MUCIMOIST MOISTURISER 50ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,200,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00151,SN Hospital,3447,PR0002559,SN SKIN & HAIR MUCIMOIST MOISTURISER 50ML,Production Released,PM,7399,5L00543,SN SKIN&HAIR MUCIMOIST MOISTURISER 50ML LABEL,100,EI/PO/26-27/940,1068,Released,unlinked,120
SO-00151,SN Hospital,3447,PR0002559,SN SKIN & HAIR MUCIMOIST MOISTURISER 50ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,1.38,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00151,SN Hospital,3447,PR0002559,SN SKIN & HAIR MUCIMOIST MOISTURISER 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,1.38,DPO-002,1083,Draft,linked:PR,20
SO-00151,SN Hospital,3447,PR0002559,SN SKIN & HAIR MUCIMOIST MOISTURISER 50ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,1.38,DPO-002,1084,Draft,linked:PR,20
SO-00105,SRINIDHI ENTERPRISES,3419,PR0006647,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM,Production Released,PM,7014,4001080,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM PRINTED TUBE WITH FLIPTOP CAP,3000,EI/PO/26-27/849,1006,Released,unlinked,5500
SO-00105,SRINIDHI ENTERPRISES,3419,PR0006647,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,60,DPO-002,1083,Draft,linked:PR,20
SO-00105,SRINIDHI ENTERPRISES,3419,PR0006647,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM,Production Released,PM,7156,5L00055,FRAGILE STICKER,60,DPO-002,1084,Draft,linked:PR,20
SO-00105,SRINIDHI ENTERPRISES,3419,PR0006647,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,60,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00105,SRINIDHI ENTERPRISES,3419,PR0006647,DR NIDHI'S FORMULA FOOT HEALING CREAM 60GM,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,6000,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,8930,5000127,TRANSPARENT VOID TAMPER STICKER,200,EI/PO/26-27/795,986,Released,unlinked,10000
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,8508,5M00600,SKIN VITALS BETA RETINOL SERUM 30ML MONO CARTON,100,EI/PO/26-27/940,1068,Released,unlinked,120
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,7674,5L01031,SKIN VITALS BETA RETINOL SERUM 30ML LABEL,100,EI/PO/26-27/940,1068,Released,unlinked,120
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,8937,5S00002,200 ML SHIPPER 500x250x200 mm with printing and 2 pads,0.9,EI/PO/26-27/809,990,Released,unlinked,3985
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,0.9,DPO-002,1083,Draft,linked:PR,20
SO-00148,VITAL SKIN KLINIC PRIVATE LIMITED,3445,PR0003494,SKIN VITALS BETA RETINOL SERUM 30ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,0.9,DPO-002,1084,Draft,linked:PR,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3484,SK2109SDC,SKINKRAFT DRY-TOUCH SHEER CRÈME SPF 45 PA+++ FOR NORMAL TO DRY SKIN  50 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,140,DPO-002,1083,Draft,linked:PR,20
SO-00204,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3484,SK2109SDC,SKINKRAFT DRY-TOUCH SHEER CRÈME SPF 45 PA+++ FOR NORMAL TO DRY SKIN  50 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,140,DPO-002,1084,Draft,linked:PR,20
SO-00560,OLIVA SKIN AND HAIR CLINIC,3247,PR0003988,OLIVA SUNSCREEN MATTE GEL CREAM SPF 50+ PA++++ OILY/COMBINATION SKIN 50 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5.93,DPO-002,1083,Draft,linked:PR,20
SO-00560,OLIVA SKIN AND HAIR CLINIC,3247,PR0003988,OLIVA SUNSCREEN MATTE GEL CREAM SPF 50+ PA++++ OILY/COMBINATION SKIN 50 ML,Production Released,PM,7156,5L00055,FRAGILE STICKER,5.93,DPO-002,1084,Draft,linked:PR,20
SO-00560,OLIVA SKIN AND HAIR CLINIC,3247,PR0003988,OLIVA SUNSCREEN MATTE GEL CREAM SPF 50+ PA++++ OILY/COMBINATION SKIN 50 ML,Production Released,PM,7013,4001079,50 ml white airless bottle and pump set ( India ),593,EI/PO/26-27/850,1007,Released,unlinked,5000
